id,name,description,url,openingHours,duration,price,address,avgRating,numReviews,numReviews_5,numReviews_4,numReviews_3,numReviews_2,numReviews_1,latitude,longitude
33272100,Uniqlo - Dong Khoi,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33272100-Reviews-Uniqlo_Dong_Khoi-Ho_Chi_Minh_City.html,Mo-Su 10:00-22:00,,,"32 Lê Thánh Tôn, Phường Sài Gòn, Thành phố Hồ Chí Minh",5.0,2,2,0,0,0,0,10.7793,106.70319
33357814,Note - The Scent Lab Nguyen Hue,"Một không gian sáng tạo để đóng chai mùi hương cá nhân của bạn. Tại NOTE - The Scent Lab Cafe Apartment - 42 Nguyễn Huệ, chúng tôi cung cấp xưởng làm nước hoa, nơi bạn có thể đóng gói ký ức du lịch Việt Nam của mình bằng mùi hương.",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33357814-Reviews-NOTE_The_Scent_Lab_Nguyen_Hue-Ho_Chi_Minh_City.html,Mo-Su 09:00-18:00,,,"40 Nguyễn Huệ, Thành phố Hồ Chí Minh",5.0,382,378,3,1,0,0,10.773957,106.704216
16657089,Công Viên Đầm Sen,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d16657089-Reviews-Dam_Sen_Park-Ho_Chi_Minh_City.html,,,,"44 Đường Hòa Bình, Thành phố Hồ Chí Minh",2.8,10,0,4,3,0,3,10.76734,106.64078
25551844,Hạ Spa - Massage Ho Chi Minh City,"WHATSAPP/Hotline: 0908.661.683  Không gian spa sân vườn hồ cá Koi siêu mát mẻ.  Spa Hồ Chí Minh , Massage toàn thân , Massage toàn thân bằng đá nóng , Massage chân Massage Sauna , Dầu gội dưỡng ,  Địa chỉ 1 : 49 Phạm Viết Chánh - P. Nguyễn Cư Trinh - Quận 1 - TP.HCM  Địa chỉ 2 : 334 Nguyễn Trọng Tuyển - P.2 -Quận Tân Bình - TP.HCM",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25551844-Reviews-H_Spa_Massage_Ho_Chi_Minh_City-Ho_Chi_Minh_City.html,Mo-Su 09:00-21:00,1-2 giờ,,"330 Nguyễn Trọng Tuyển, Phường Tân Sơn Hòa, Thành phố Hồ Chí Minh",4.8,145,130,10,1,0,4,10.798756,106.6643
12719595,Drink Vietnam,"Khi bước vào bảo tàng nhỏ ""Uống Việt Nam"", xung quanh bạn có đủ loại rượu và trà khác nhau mà người Việt dùng để uống để tốt cho sức khỏe. Mỗi sản phẩm đều có mô tả riêng về lợi ích sức khỏe. Bạn sẽ tìm hiểu thêm về văn hóa Việt Nam với những hướng dẫn viên am hiểu của chúng tôi, những người sẽ giới thiệu cho bạn các loại dược liệu truyền thống được người dân địa phương sử dụng hàng ngày.",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d12719595-Reviews-Drink_Vietnam-Ho_Chi_Minh_City.html,Mo-Su 09:00-21:00,Dưới 1 giờ,,"6/6 Hẻm 6 Cách Mạng Tháng 8, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",4.8,159,139,13,3,3,1,10.771963,106.6934
32706121,Vincom Mega Mall Grand Park,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d32706121-Reviews-Vincom_Mega_Mall_Grand_Park-Ho_Chi_Minh_City.html,,,,"925A Trường Chinh, Phường Tây Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh",5.0,1,1,0,0,0,0,10.82302,106.62965
17739279,Phù Châu Miếu (Miếu Nổi),,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d17739279-Reviews-Phu_Chau_Floating_Temple_Mieu_Noi-Ho_Chi_Minh_City.html,,,,"283 Nguyễn Thái Sơn, Phường An Nhơn, Thành phố Hồ Chí Minh",4.7,3,2,1,0,0,0,10.82732,106.69097
8556994,amaï,"""amaï Sài Gòn” là thương hiệu gốm sứ và trang trí nhà cửa với màu sắc pastel thời thượng và hình dáng không đều, các sản phẩm vẫn giữ được cảm giác chắc chắn nguyên bản của đất sét. amaï Sài Gòn đã dung hòa một cách tuyệt vời tinh thần tự do và sáng tạo – một sự hòa quyện tuyệt vời giữa Đông và Tây. Ngược lại với các bộ sưu tập trước đây của chúng tôi luôn theo phong cách tối giản và hiện đại, Indigo là bộ sưu tập đặc biệt thể hiện thiết kế hoa văn độc đáo trong khi vẫn duy trì diện mạo ""Đông gặp Tây"" đặc trưng của chúng tôi. Mỗi mảnh màu chàm đều được làm thủ công và nhuộm màu bởi các nghệ nhân lành nghề và chỉ có số lượng hạn chế. Với vẻ đẹp đen tối huyền bí, mỗi tác phẩm Indigo chắc chắn sẽ thu hút người xem và nâng tầm không gian sống của bạn.",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d8556994-Reviews-Amai_house-Ho_Chi_Minh_City.html,Mo-Su 09:00-20:30,1-2 giờ,,"94 Xuân Thuỷ, Phường An Khánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",4.9,524,493,27,4,0,0,10.803795,106.73481
34462576,Phở Museum,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d34462576-Reviews-Ph_Museum-Ho_Chi_Minh_City.html,Mo-Su 06:00-00:00,,,"211 Đường Phạm Ngũ Lão, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",5.0,16,18,0,0,0,0,10.769073,106.69468
32983638,Moji Shop 92 Ho Tung Mau,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d32983638-Reviews-Moji_Shop_92_Ho_Tung_Mau-Ho_Chi_Minh_City.html,Mo-Su 09:30-22:00,,,"92 (08) 3915 2836 Hồ Tùng Mậu, Phường Sài Gòn, Thành phố Hồ Chí Minh",5.0,14,14,0,0,0,0,10.77278,106.7037
23300698,Euphorea Salon And Spa - Bason Branch,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d23300698-Reviews-Euphorea_Salon_And_Spa_Bason-Ho_Chi_Minh_City.html,Mo-Su 09:00-20:00,Dưới 1 giờ,,"Aqua 4, Phường Sài Gòn, Thành phố Hồ Chí Minh",5.0,605,601,1,0,0,2,10.787102,106.712364
25574736,Norah Spa,Một không gian tuyệt vời để chữa bệnh sau một ngày du lịch,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25574736-Reviews-Norah_Spa-Ho_Chi_Minh_City.html,Mo-Su 09:30-23:00,1-2 giờ,,"55/1 Lê Thị Hồng Gấm, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",4.9,288,277,4,0,2,5,10.769055,106.69752
25303789,Note - The Scent Lab,"Mùi hương, giống như âm nhạc và các hình thức nghệ thuật sống khác, bao gồm các nốt riêng lẻ. Sự sắp xếp cẩn thận của những nốt hương này có thể tạo ra sự hài hòa hoặc cuốn hút, sự tĩnh lặng hoặc phấn khởi. Thành lập từ 2019 tại Sài Gòn bởi đội ngũ đam mê khoa học – nghệ thuật, NOTE – The Scent Lab đem đến cho bạn những trải nghiệm mùi hương độc đáo thông qua chuỗi workshop và các sản phẩm mùi hương đa dạng. Bên cạnh đó, chúng tôi đem đến các giải pháp mùi hương riêng cho doanh nghiệp: thiết kế mùi hương, sản xuất quà tặng, gia công OEM. Chúng tôi tin rằng cuộc sống sẽ hạnh phúc hơn với những mùi hương đẹp & chất lượng. NOTE hân hạnh trở thành chuyên gia mùi hương đồng hành cùng bạn!",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25303789-Reviews-NOTE_The_Scent_Lab-Ho_Chi_Minh_City.html,Mo-Su 08:00-18:00,1-2 giờ,,"49/4 Võ Nguyên Giáp, Thành phố Hồ Chí Minh",5.0,221,215,5,1,0,0,10.802468,106.73501
11918966,The Spa at The Reverie Saigon,"Phản ánh phong cách sống tinh tế và triết lý thiết kế hiện đại, trung tâm spa và giải trí có diện tích 1.200 mét vuông, bố trí khắp hai tầng trên Tầng 6 và 7. Đây là một trong những trung tâm phong cách sống lớn nhất và toàn diện nhất trong thành phố, kết hợp hồ bơi ngoài trời, trung tâm thể dục phục vụ 24 giờ, spa sang trọng với các dịch vụ làm đẹp cao cấp và các lựa chọn bán lẻ boutique.",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d11918966-Reviews-The_Spa_at_The_Reverie_Saigon-Ho_Chi_Minh_City.html,Mo-Su 10:00-22:00,2-3 giờ,,"22-36 Nguyễn Huệ, Phường Sài Gòn, Thành phố Hồ Chí Minh",4.9,154,148,4,1,0,1,10.773944,106.70461
2154294,My Spa,"My Spa là một spa truyền thống của Việt Nam tọa lạc tại Quận 1, Thành phố Hồ Chí Minh. Chúng tôi có hai địa điểm rất gần nhau và cung cấp đầy đủ các dịch vụ spa chuyên nghiệp bao gồm: massage, chăm sóc da mặt, tẩy lông và chăm sóc móng. My Spa sử dụng 100% sản phẩm hữu cơ và tinh dầu thiên nhiên. Chúng tôi chào đón bạn đến thăm My Spa và trải nghiệm phong cách trị liệu và lòng hiếu khách truyền thống Việt Nam của chúng tôi!",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d2154294-Reviews-My_Spa-Ho_Chi_Minh_City.html,Mo-Su 10:00-23:30,2-3 giờ,,"29A Lê Thánh Tôn, Phường Sài Gòn, Thành phố Hồ Chí Minh",4.2,857,547,137,62,42,69,10.779024,106.7036
24162332,Monkee Shisha Lounge Saigon,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d24162332-Reviews-Monkee_Shisha_Lounge_Saigon-Ho_Chi_Minh_City.html,,,,"26 Đặng Thị Nhu, District 1, Ho Chi Minh City, Vietnam, Thành phố Hồ Chí Minh",4.9,255,242,9,2,0,2,10.76956,106.697044
20910619,Vie Limo,"Vie Limo Travel là công ty lữ hành trọn gói đồng hành cùng du khách quốc tế trên hành trình khám phá vẻ đẹp văn hóa, con người và cảnh quan thiên nhiên ở Việt Nam. Sự thoải mái của bạn được Vie Limo Travel chu đáo với dịch vụ vận chuyển Limousine cao cấp hàng đầu. Điểm nổi bật của dịch vụ này là ghế massage Boeing hiện đại và sang trọng của hãng trang trí nội thất ô tô hàng đầu - SKYBUS. Mọi chuyến du lịch suôn sẻ sẽ đồng hành cùng bạn trong mỗi chuyến đi khám phá vẻ đẹp từng vùng miền ở Việt Nam. Vie Limo Travel tin rằng niềm vui là trái tim của mọi trải nghiệm du lịch. Với thông điệp “Vì hạnh phúc của bạn”, chúng tôi biến mỗi dịch vụ của bạn tại Vie Limo Travel thành một hành trình ý nghĩa, nơi mỗi khoảnh khắc đều mang đến sự thoải mái và niềm vui khó quên. Hãy cùng Vie Limo Travel đưa bạn đi qua những con đường còn chưa được khám phá, đến những ngôi làng yên bình và thị trấn nhộn nhịp, cùng nhau trải nghiệm nền văn hóa đa dạng của đất nước Việt Nam xinh đẹp!",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d20910619-Reviews-Vie_Limo-Ho_Chi_Minh_City.html,Mo-Su 05:00-21:00,,,"131, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh",4.1,42,32,0,1,0,9,,
6721127,Kim Travel,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d6721127-Reviews-Kim_Travel-Ho_Chi_Minh_City.html,Mo-Su 08:00-22:00,,,"228 Đường Ðề Thám, Thành phố Hồ Chí Minh",4.9,27447,25425,1373,282,185,184,10.767447,106.69389
11746398,Golden Lotus Healing World,"Golden Lotus Healing Spa World la he thong Spa nghi duong gia đinh phong cach Han Quoc đau tien & quy mo lon nhat tai Viet Namla khu phuc hop bao gom rat nhieu dich vu tien ich (Xong hoi Jjim Jil Bang, Massage, Sauna) Jjim Jil Bang đuoc xem la bi quyet đe giu gin voc dang va suc khoe, giup thai đoc to tu trong co the ra ngoai sau nhung gio lam viec cang thang, giup tre lau...",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d11746398-Reviews-Golden_Lotus_Healing_World-Ho_Chi_Minh_City.html,Mo-Su 09:00-00:00,Hơn 3 giờ,,"15A-15B Đường Số 11, Phường An Khánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",4.7,423,342,62,9,3,7,10.804516,106.746025
33972276,La Maison Saigon Spa,"Ẩn mình trong khung cảnh tinh tế của GRAND du LAC SAIGON, La Maison Spa mang đến nơi tôn nghiêm cho du khách tìm kiếm sự thư giãn tối đa sau một ngày khám phá thành phố. Lấy cảm hứng từ truyền thống chữa bệnh phương Đông, spa mang đến một lối thoát yên tĩnh được thiết kế để khôi phục lại sự cân bằng cho cả cơ thể và tâm trí. Mỗi liệu pháp tại La Maison Spa đều có nguồn gốc địa phương, kết hợp các kỹ thuật chuyên môn lấy cảm hứng từ truyền thống Việt Nam để xoa dịu mệt mỏi và trẻ hóa các giác quan. Cho dù bạn đang tận hưởng liệu pháp mát-xa thư giãn, chăm sóc da mặt phục hồi sức sống hay liệu pháp xông hơi thảo dược, đều được các nhà trị liệu lành nghề đưa vào trạng thái bình tĩnh sâu sắc.",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33972276-Reviews-La_Maison_Spa_Saigon-Ho_Chi_Minh_City.html,Mo-Su 09:00-22:00,,,"30-36 Phan Bội Châu, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",5.0,218,218,1,0,0,0,10.773116,106.69846
7109031,Apocalypse Now Bar,"Apocalypse Now Bar không chỉ là quán bar lâu đời nhất Sài Gòn mà còn là điểm đến an toàn và nổi tiếng của du khách suốt 28 năm qua. Người ta đến Apo không phải để uống rượu mà để gặp gỡ, tận hưởng bầu không khí ấm cúng, cởi mở mà không có bất kỳ quán bar Sài Gòn nào. Du khách thường bảo nhau: “Không phải đến Sài Gòn mà đến Apo, coi như chưa đến Sài Gòn…”",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d7109031-Reviews-Apocalypse_Now_Bar-Ho_Chi_Minh_City.html,"['Mo,Tu,We,Th,Su 21:00-03:00', 'Fr-Sa 20:00-03:00']",2-3 giờ,,"Thi Sách, Phường Sài Gòn, Thành phố Hồ Chí Minh",3.9,413,199,90,57,20,47,10.777095,106.70596
27939068,Azure Pool Bar & Lounge,"Hộp đêm LGBTQIA+ hoàn toàn mới ở trung tâm thành phố Sài Gòn. Đội ngũ DJ điên cuồng, vũ công GoGo hấp dẫn nhất và những màn biểu diễn kéo tuyệt vời. Chào mừng mọi người trên 18 tuổi",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d27939068-Reviews-Azure_Pool_Bar_Lounge-Ho_Chi_Minh_City.html,"['Mo,Tu,We,Th,Su 20:00-03:00', 'Fr-Sa 20:00-06:00']",Hơn 3 giờ,,"102-102/1A1 Cong Quynh Phuong Ben Thanh, Thành phố Hồ Chí Minh, 000000",4.9,41,37,4,0,0,0,,
10525874,Nhà may Tuyển Tailor's,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d10525874-Reviews-Tuyen_Tailor-Ho_Chi_Minh_City.html,"['Mo-Sa 08:30-19:30', 'Su 08:30-17:00']",,,"69 Thủ Khoa Huân, Thành phố Hồ Chí Minh",4.9,306,286,7,5,5,3,10.774594,106.69626
12231655,Thị Trấn Tuyết,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d12231655-Reviews-Snow_Town-Ho_Chi_Minh_City.html,,,,"125 Đồng Văn Cống, Thành phố Hồ Chí Minh",3.8,31,10,14,2,2,3,10.77375,106.762344
27747708,Can You Keep A Secret?,"Quán bar bí mật, chào đón mọi tâm hồn tò mò háo hức đắm chìm trong cơn say hạnh phúc. . Bạn có thể giữ bí mật không? tự hào là Homebar đầu tiên tại TP.HCM. Chúng tôi mở địa điểm ở nhà với một quầy bar nhỏ ở giữa. Chúng tôi phục vụ các loại cocktail lấy cảm hứng từ các loại gia vị vùng miền của Việt Nam để có thể vui vẻ chia sẻ những câu chuyện về vùng đất thân yêu của mình. Chúng tôi vừa kỷ niệm hai năm ngày cưới của mình—thời đại mới, với một hình ảnh mới mẻ trên các phương tiện truyền thông. Quầy bar sẽ tiếp tục là “phòng khách” của bạn, mời bạn đến một buổi tối ấm áp và thư giãn. Cảm ơn bạn đã luôn đồng hành cùng chúng tôi và chào mừng bạn đến với kỷ nguyên mới của Bạn có thể giữ bí mật không?!",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d27747708-Reviews-Can_You_Keep_A_Secret-Ho_Chi_Minh_City.html,Mo-Su 18:00-02:00,,,"1 Thạch Thị Thanh, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh",5.0,22,22,0,0,0,0,10.789841,106.69353
2334935,Foot Massage Salon Quỳnh Như 137,"Dịch vụ trọn gói của chúng tôi bao gồm: massage chân, tay, lưng bằng đá nóng, đầu, massage mặt. Thời gian cho dịch vụ này là 90 phút.",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d2334935-Reviews-Foot_Massage_Salon_Quynh_Nhu_137-Ho_Chi_Minh_City.html,Mo-Su 10:00-23:00,1-2 giờ,,"153 Hàm Nghi, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",4.0,317,166,72,28,12,39,10.770806,106.69991
21493307,Lacàph Coffee Experiences Space,"Nếu bạn tò mò về cà phê Việt Nam, Lacàph Space Sài Gòn là nơi chúng tôi tổ chức Trải nghiệm cà phê Việt Nam, đưa bạn đến khám phá và khám phá. Các Hướng dẫn viên Cà phê giàu kinh nghiệm của chúng tôi sẽ chia sẻ những câu chuyện về những hạt cà phê tạo nên Lacàph Signature Blends, những người trồng và rang chúng cũng như cà phê đã chạm đến xã hội Việt Nam như thế nào kể từ khi xuất hiện vào những năm 1850. Có rất nhiều điều để khám phá và chúng tôi rất vui được chia sẻ.",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d21493307-Reviews-Lacaph_Coffee_Experiences_Space-Ho_Chi_Minh_City.html,Mo-Su 07:30-19:30,1-2 giờ,,"41 Đường Phó Đức Chính, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",5.0,693,679,13,0,1,0,10.768002,106.700455
19476887,Techcombank Ho Chi Minh City International Marathon,Giải Marathon Quốc tế Thành phố Hồ Chí Minh Techcombank là cơ hội tuyệt vời để bạn chiêm ngưỡng một trong những thành phố năng động bật nhất thế giới trong ngày! Chạy dọc những con đường năng động của Thành phố đầy cảm hứng này và tham gia một giải chạy mang tính biểu tượng nhất tại Đông Nam Á.,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d19476887-Reviews-Techcombank_Ho_Chi_Minh_City_International_Marathon-Ho_Chi_Minh_City.html,,Hơn 3 giờ,,"2 Lê Duẩn, Phường Sài Gòn, Thành phố Hồ Chí Minh",5.0,7,7,0,0,0,0,10.787243,106.70497
27296727,Amaï Dong Khoi,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d27296727-Reviews-Amai_Dong_Khoi-Ho_Chi_Minh_City.html,Mo-Su 09:00-21:00,,,"66-70 Ðồng Khởi, Phường Sài Gòn, Thành phố Hồ Chí Minh",5.0,522,500,21,1,0,0,10.775165,106.704285
3749935,Saigon Heritage Spa,"Chào mừng đến với chuyên gia massage & spa Sài Gòn Heritage Một trong những spa nổi tiếng nhất Việt Nam tọa lạc ngay trung tâm thành phố Hồ Chí Minh, Việt Nam. Chúng tôi luôn nghiên cứu những cách thư giãn tốt hơn cho quý khách hàng bằng kỹ năng massage truyền thống & dầu thơm spa từ Việt Nam và Thái Lan. Kỹ năng của nhân viên mát xa của chúng tôi được đào tạo bởi các bậc thầy massage tại trường massage Sài Gòn Heritage và Qua quá trình kiểm tra nghiêm ngặt của Master, nhân viên mát xa của chúng tôi có thể gia nhập dòng máy mát xa tại chỗ. Chúng tôi cũng cắt và sản xuất và cung cấp số lượng tối thiểu lá trà hoa nở cho khách từ giữa năm tỉnh của Việt NamSpa này được quản lý bởi các nhà quản lý Nhật Bản và Việt Nam, Thái Lan, Hàn Quốc, hệ thống quản lý đa quốc gia rất hấp dẫn đối với khách từ bên ngoài Việt Nam. Chúng tôi hy vọng rằng nỗ lực của chúng tôi là đáp ứng sự hài lòng của khách hàng về dịch vụ chăm sóc khách hàng đa quốc gia. Nếu bạn cảm thấy mệt mỏi sau chuyến đi hoặc kiệt sức sau cuộc sống thường ngày, bạn có thể dành một chút giây phút thư giãn cho cuộc sống của mình từ Sài Gòn Heritage, hãy tận hưởng Sài Gòn Heritage Spa & Massage của chuyên gia Cảm ơn bạn rất nhiều Vị khách rất quý giá Chào mừng bạn đến với Sài Gòn Heritage",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d3749935-Reviews-Saigon_Heritage_Spa-Ho_Chi_Minh_City.html,Mo-Su 10:00-23:30,,,"65-67 Hai Bà Trưng, Phường Sài Gòn, Thành phố Hồ Chí Minh",4.6,1268,1026,136,33,38,35,10.776868,106.70456
15592702,Euphorea Salon and Spa,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d15592702-Reviews-Euphorea_Salon_and_Spa-Ho_Chi_Minh_City.html,Mo-Su 09:00-20:00,Dưới 1 giờ,,"667 Hẻm 677 Điện Biên Phủ, Phường Thạnh Mỹ Tây, Thành phố Hồ Chí Minh",5.0,453,450,2,0,0,1,10.799357,106.72268
8602875,Chef Vu Cooking Class,Hoạt động kinh doanh của chúng tôi là nhà hàng Cyclo Resto và chúng tôi cũng mở các lớp học nấu ăn ẩm thực Việt Nam mang tên Chef Vu Cooking Class.,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d8602875-Reviews-Chef_Vu_Cooking_Class-Ho_Chi_Minh_City.html,Mo-Su 07:00-21:00,Hơn 3 giờ,,"112 Nguyễn Du, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",4.9,983,923,45,12,3,0,10.773987,106.69545
17543751,SST TRAVEL,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d17543751-Reviews-SST_TRAVEL-Ho_Chi_Minh_City.html,"['Mo,Tu,We,Th,Fr,Su 07:30-21:00', 'Sa 07:30-09:00']",,,"57 Le Thi Hong Gam, Nguyen Thai Binh Ward, District 1, HCM 102 Cong Quynh, Pham Ngu Lao Ward, District 1, HCM, Thành phố Hồ Chí Minh, 700000",4.9,7681,7372,244,18,14,33,,
967468,Ipa-Nima,"Được thành lập từ năm 1997, Ipa-Nima được biết đến với những chiếc túi xách và ví được thiết kế độc đáo, có cách phối màu nổi bật và chi tiết trang trí tinh tế - được các nghệ nhân địa phương chế tác tỉ mỉ bằng vật liệu chất lượng cao trong nước và nhập khẩu, bao gồm cả da châu Âu. Ipa-Nima là hình ảnh thu nhỏ của nghề thủ công truyền thống tốt nhất của Việt Nam bằng cách đổi mới các kỹ thuật thủ công mới bằng các phương tiện khác thường và được coi là thương hiệu phụ kiện hàng đầu của Việt Nam với lượng người theo dõi quốc tế. Thường được sản xuất với số lượng hạn chế do tính phức tạp của công việc thủ công, túi Ipa-Nima là một trong những loại: kỳ quái, vui nhộn, chiết trung và kỳ quặc. Trong suốt nhiều năm, Ipa-Nima đã xuất hiện trên các trang của các tạp chí quốc tế như Vogue và Marie Claire, trong vòng tay của các VIP toàn cầu như Hilary Clinton và Christine Lagarde, đồng thời đi khắp thế giới từ Nhật Bản đến xa như Hoa Kỳ. HÃY GỐC. HÃY táo bạo. HÃY KHÁC BIỆT.",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d967468-Reviews-Ipa_Nima-Ho_Chi_Minh_City.html,"['Mo-Fr 10:00-19:00', 'Sa 12:00-18:00']",Dưới 1 giờ,,"70B Lê Lợi, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",3.8,51,13,22,11,3,2,10.772931,106.6994
7141990,Elegant Silk,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d7141990-Reviews-Elegant_Silk-Ho_Chi_Minh_City.html,,,,"63/5 Hẻm 63 Pasteur, Thành phố Hồ Chí Minh",4.5,98,70,16,4,3,5,10.77515,106.70011
6994939,Thuy Design House,"Thủy Design House là nơi thời trang trở thành một loại hình nghệ thuật sống động — một thương hiệu đang định hình lại câu chuyện về phong cách Việt Nam đương đại. Được thành lập bởi Thủy Nguyễn, một họa sĩ nổi tiếng được mệnh danh là “người phụ nữ thổ cẩm”, ngôi nhà kết hợp chặt chẽ giữa di sản văn hóa với tầm nhìn sáng tạo táo bạo. Thay vì chạy theo xu hướng, Thủy Design House kể những câu chuyện thông qua chất liệu, hình dáng và màu sắc - bắt nguồn từ truyền thống châu Á nhưng được tái hiện lại cho thế giới hiện đại. Với nền tảng mỹ thuật vững chắc, Thủy tiếp cận từng thiết kế như một bức tranh canvas, chế tạo những bộ trang phục vượt qua thời trang để trở thành biểu hiện cá nhân sâu sắc. Việc sử dụng gấm, lụa và các họa tiết dân gian được diễn giải lại đặc trưng của cô mang lại chiều sâu cảm xúc hiếm có và sự thanh lịch nữ tính cho mọi bộ sưu tập. Có một sự tự tin thầm lặng trong tác phẩm của cô - lãng mạn, thơ mộng và mang đậm chất Việt Nam không thể nhầm lẫn. Thủy Design House không chỉ là nhãn hiệu thời trang; đó là một hành trình nghệ thuật đi vào bản sắc, văn hóa và vẻ đẹp vượt thời gian của phụ nữ.",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d6994939-Reviews-Thuy_Design_House-Ho_Chi_Minh_City.html,Mo-Su 10:00-20:00,Dưới 1 giờ,,"40A - 40B Lý Tự Trọng, Phường Sài Gòn, Thành phố Hồ Chí Minh",4.9,434,407,22,2,0,3,10.777092,106.70007
32843138,Annam Spa - Therapy - Wellness & Relaxation,"Tọa lạc tại trung tâm khu phố Nhật Bản của Thành phố Hồ Chí Minh, AnNam Spa mang đến một nơi nghỉ dưỡng thanh bình với các liệu pháp mát-xa chuyên nghiệp, gội đầu bằng thảo mộc truyền thống của Việt Nam và các liệu pháp spa trẻ hóa. Chỉ cách các nhà hàng Nhật Bản tốt nhất của thành phố vài bước chân, không gian ấm cúng và trang nhã của chúng tôi là nơi hoàn hảo để thư giãn sau một ngày bận rộn.",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d32843138-Reviews-Annam_Spa_Therapy_Wellness_Relaxation-Ho_Chi_Minh_City.html,Mo-Su 09:00-00:00,1-2 giờ,,"15a/41 Lê Thánh Tôn, Phường Sài Gòn, Thành phố Hồ Chí Minh",5.0,105,103,0,2,0,0,10.781996,106.70588
9467065,Saigon Jane T-Shirt Shop,"Nằm trong một con hẻm quyến rũ của ""khu Tây ba lô"", Sài Gòn Jane cung cấp hơn một trăm áo phông độc đáo được phân loại theo chủ đề: Việt Nam và Sài Gòn, tất nhiên, nhưng cũng có các bộ sưu tập về âm nhạc, hoạt hình, truyện tranh, hình minh họa tuyệt vời và hơn thế nữa...",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d9467065-Reviews-Saigon_Jane_T_Shirt_Shop-Ho_Chi_Minh_City.html,Mo-Su 09:00-22:00,Dưới 1 giờ,,"175/10-12 Đường, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh",4.9,58,55,2,1,0,0,10.768642,106.69392
