id,url,name,type,openingHours,description,duration,price,address,region,avgRating,numReviews,numReviews_5,numReviews_4,numReviews_3,numReviews_2,numReviews_1
33323508,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33323508-Reviews-Bennguyen_Folies_DINNER_SHOW-Ho_Chi_Minh_City.html,Saigon Fantaisie,"Chuyến tham quan văn học, nghệ thuật & âm nhạc • Quán bar rượu vang",Fr 19:30-10:00,,,,"So 8, Duòng 50, Phường Thảo Điền, thành phố Thủ Đức , Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,10,10,0,0,0,0
27954461,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d27954461-Reviews-Sky_Tourist-Ho_Chi_Minh_City.html,Sky Tourist,Tour thăm quan thành phố • Chuyến tham quan nhiều ngày,Mo-Fr 09:00-18:00,,,,"L18-11-13, Tầng 18, Vincom Center Đồng Khởi - 34 đường 9, khu dân cư Trung Sơn , Thành phố Hồ Chí Minh, 3020",Thành phố Hồ Chí Minh,5.0,11,11,0,0,0,0
27572418,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d27572418-Reviews-Jimmy_Motorbikes-Ho_Chi_Minh_City.html,Jimmy Motorbikes,"Chuyến tham quan bằng Vespa, xe tay ga & xe máy",Mo-Su 07:00-22:00,,,,"Thành phố Hồ Chí Minh, 718500",Thành phố Hồ Chí Minh,5.0,11,11,0,0,0,0
7141991,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d7141991-Reviews-Flame_Tree_by_Zakka-Ho_Chi_Minh_City.html,Flame Tree by Zakka,Cửa hàng đặc sản & cửa hàng quà tặng,Fr-Sa 11:00-16:00,,,,"73 Pasteur , Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,4.7,41,29,11,1,0,0
23955710,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d23955710-Reviews-Sonasia_Holiday-Ho_Chi_Minh_City.html,Sonasia Holiday,Chuyến tham quan nhiều ngày • Chuyến tham quan tư nhân,,,,,"97 Trieu Khuc – Thanh Xuan , Thành phố Hồ Chí Minh, 100000",Thành phố Hồ Chí Minh,4.9,14,13,1,0,0,0
33061937,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33061937-Reviews-Ftc_Tourist-Ho_Chi_Minh_City.html,Ftc Tourist,Tour thăm quan thành phố • Chuyến tham quan lịch sử & di sản,Mo-Su 08:00-22:00,,,,"137 Đề Thám Quận 1, Hồ Chí Minh, Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,5.0,10,10,0,0,0,0
12924148,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d12924148-Reviews-AIR_Saigon-Ho_Chi_Minh_City.html,AIR Saigon,Quán bar & câu lạc bộ,Mo-Su 17:30-00:00,"AIR Sài Gòn, trước đây gọi là Air 360 Sky Lounge, chắc chắn là một trong những địa điểm tốt nhất ở trung tâm Thành phố Hồ Chí Minh để tổ chức các sự kiện, thư giãn, ăn uống ngoài trời. Sky bar là sự kết hợp của những đỉnh cao, từ âm nhạc sôi động, không gian mát mẻ, thiết kế lạ mắt cho đến dịch vụ hiện đại nằm ở mọi ngóc ngách. Air 360 là nơi duy nhất mang đến cho bạn tầm nhìn 360 độ ra đường chân trời Sài Gòn, tọa lạc trên tầng 22 của Tháp Bến Thành.",Hơn 3 giờ,,"136-138 Lê Thị Hồng Gấm Tầng Thượng 22, Tòa Nhà Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,3.7,278,109,73,34,26,36
27983269,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d27983269-Reviews-K_Anna_Spa_Body_Acupressure_Massage-Ho_Chi_Minh_City.html,K' Anna Spa - Body Acupressure Massage,Spa,Mo-Su 10:00-22:30,"Chào mừng đến với K' Anna Spa. Với không gian xanh mát, tràn ngập hương thơm của quế và hồi. Kết hợp với kỹ thuật massage bấm huyệt truyền thống tại K' Anna Spa. Chúng tôi hy vọng được đồng hành cùng bạn trong chuyến du lịch Sài Gòn!",1-2 giờ,,"18Bis/41, Nguyễn Thị Minh Khai, Đakao, Quận 1 Hẻm 18bis. 18bis/41, Nguyễn Thị Minh Khai, Đakao, Quận 1, thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,10,10,0,0,0,0
10065772,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d10065772-Reviews-Asian_Trails_Vietnam-Ho_Chi_Minh_City.html,Asian Trails Vietnam,Chuyến tham quan văn hóa • Chuyến tham quan ngắm cảnh,Mo-Fr 08:00-17:00,,,,"Saigon Pearl, Villa 28, Street D1, 92 Nguyen Huu Canh Street, Binh Thanh , Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,4.6,38,31,4,0,0,3
27168007,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d27168007-Reviews-JM_beauty_lounge-Ho_Chi_Minh_City.html,JM beauty lounge,Spa,Mo-Su 09:00-21:00,,,,"Ly tu trong 174/1, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,4.8,12,11,0,1,0,0
27826290,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d27826290-Reviews-An_T_nh_Spa-Ho_Chi_Minh_City.html,An Tịnh Spa,Spa,Mo-Su 08:30-22:00,"🔥 Massage Trị Liệu Cổ Truyền Huế - 99 cành  ✨ An Tịnh sẽ mang đến cho Quý khách những trải nghiệm thư giãn và hồi phục sức khỏe hoàn toàn mới, được thực hiện bởi các chuyên gia có nghề cao. Bằng phương pháp massage cổ truyền Huế - một phong cách đặc biệt với những động tác nhẹ nhàng, tinh tế và đầy thư giãn, dưới bàn tay khéo léo của các chuyên gia, cơ hội bạn sẽ được thư giãn, giảm đau tối và tái tạo nguồn năng lượng.  🍂Các dịch vụ tại An Tịnh sẽ rất thích hợp với nhiều khách hàng, đặc biệt là những khách làm công việc văn ít phòng đi lại, ngồi nhiều, thường gặp phải những cơn suy nhược và đau cơ cơ thể. Mỗi động tác đều như một bài ca, nhẹ nhàng mà tinh tế, mang theo hơi thở Cố Đô.  ========  An Tịnh Spa  Địa chỉ: 99 Đặng Dung, phường Tân Định, Quận 1, TP.HCM  Đường dây nóng: 07 6585 4282 (có Zalo ạ)",,,"99 Đặng Dung , Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,5.0,12,12,0,0,0,0
13837663,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d13837663-Reviews-Lucy_Henna-Ho_Chi_Minh_City.html,Lucy Henna,Cửa hàng đặc sản & cửa hàng quà tặng,,"Chúng tôi là Lucy Henna Chúng tôi cung cấp Henna truyền thống và hình xăm tạm thời với 2 lựa chọn: - Henna tự nhiên/thảo dược lưu lại trên da trong 7-14 ngày - Henna tức thì lưu lại trong 5 - 7 ngày Bạn có muốn nghệ sĩ của chúng tôi ghé thăm bữa tiệc của bạn không? Dễ thôi! Chúng tôi còn cung cấp dịch vụ vẽ Henna cho các sự kiện, tiệc sinh nhật, đám cưới. Vì vậy, hãy đặt dịch vụ của chúng tôi ngay bây giờ để tạo ra trải nghiệm độc đáo và trở thành những người chủ nhà tuyệt vời nhất trong thị trấn!",Dưới 1 giờ,,"10/1/5 Dang Van Ngu Ward 10, Phu Nhuan Dist, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,20,20,0,0,0,0
32840761,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d32840761-Reviews-Juna_Spa-Ho_Chi_Minh_City.html,Juna Spa,Spa,Mo-Su 09:00-20:00,"Juna Spa Tân Phú tọa lạc tại 622 Lũy Bán Bích, Tân Thành, Tân Phú sẽ mang đến cho bạn những trải nghiệm tuyệt vời với các dịch vụ đa dạng như trị mụn, nám, tàn nhang, gội đầu dưỡng sinh, massage body, triệt lông và chúng tôi sẽ luôn cập nhật các dịch vụ và công nghệ mới nhất để phục vụ cho khách hàng. Juna Spa Tân Phú là địa chỉ lý tưởng dành cho bạn. Với các dịch vụ đa dạng như trị mụn, nám, tàn nhang, gội đầu dưỡng sinh, massage body.... Juna Spa sẽ giúp bạn có được cả vẻ đẹp bên ngoài và sự thư thái bên trong. Juna Spa Tân Phú với đội ngũ chuyên viên giàu kinh nghiệm và các liệu trình trị liệu hiện đại sẽ giúp bạn lấy lại làn da sáng khỏe, tự tin. Đừng chần chừ, hãy đến Juna Spa ngay hôm nay để trải nghiệm những dịch vụ chất lượng.",,,"622 Đ. Lũy Bán Bích , Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,5.0,11,11,0,0,0,0
25076525,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25076525-Reviews-Foot_Body_Massage_Tan_Phu-Ho_Chi_Minh_City.html,Foot & Body Massage Tân Phú,Spa,,"Spa chuyên massage khỏe lành mạnh- nam nữ, xông hơi và giác hơi. Dịch vụ 250k/90p massage foot body đá nóng có phòng riêng cặp đôi phòng cá nhân yên tĩnh nghỉ dưỡng ạ",1-2 giờ,,"100g Gò Dầu Phường Tân Quý Quận , Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,5.0,12,12,0,0,0,0
17695818,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d17695818-Reviews-Theloser_Cocktail_Bar-Ho_Chi_Minh_City.html,Theloser. - Cocktail Bar,Quán bar & câu lạc bộ,Mo-Su 16:30-00:00,,,,"95B Ly Tu Trong Phuong Ben Thanh, Quan 1, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,4.8,28,25,2,0,0,1
33995103,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33995103-Reviews-Beauty_Salon_Tan_Th_Gi_i-Ho_Chi_Minh_City.html,Beauty Salon Tân Thế Giới,Buổi trình diễn & chuyến tham quan thời trang,Mo-Su 09:00-20:00,,,,"271 Lý Tự Trọng phường Bến Thành , Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,5.0,9,9,0,0,0,0
17591962,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d17591962-Reviews-MK_Transport_Tours-Ho_Chi_Minh_City.html,MK Transport & Tours,"Xưởng vẽ & làm đồ gốm • Chuyến tham quan bằng xe 4WD, ATV & xe địa hình",,,,,"233/13 Nguyen Trai , Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,4.7,19,16,2,0,0,1
19176251,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d19176251-Reviews-VIETCAM_HOLIDAYS-Ho_Chi_Minh_City.html,VIETCAM HOLIDAYS,Chuyến tham quan nhiều ngày • Taxi & xe đưa đón,,,,,"161D/106/46 Lac Long Quan str, Ward 3, Dist 11, Ho Chi Minh City , Thành phố Hồ Chí Minh, 7000",Thành phố Hồ Chí Minh,4.8,19,18,0,0,0,1
14216965,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d14216965-Reviews-Q_uriosity_Culinary_Center-Ho_Chi_Minh_City.html,Q.uriosity - Lớp Học Nấu Ăn,Lớp nấu ăn,Sa 10:00-12:30,"Lớp dạy nấu ăn và thực hành đa dạng các loại món ăn, cùng các trang thiết bị hiện đại nhất, phù hợp để tổ chức các sự kiện như hoạt động tập thể doanh nghiệp, các chương trình đầu bếp từ cơ bản đến nâng cao.",1-2 giờ,,"Lô số DVTM-9, Đường số 7 Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,23,23,0,0,0,0
33318501,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33318501-Reviews-La_Mekong_Spa_M_c_Th_Bu_i-Ho_Chi_Minh_City.html,La Mekong Spa - Mạc Thị Bưởi,Spa,Mo-Su 10:00-21:00,,,,"47 Mạc Thị Bưởi , Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,4.9,18,16,2,0,0,0
31599667,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d31599667-Reviews-Bisq_Cocktails_Bar-Ho_Chi_Minh_City.html,Bisq Cocktails & Bar,Quán bar rượu vang,,,,,"11 Yersin St, District 1, Ho Chi Minh City, Vietnam , Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,5.0,10,10,0,0,0,0
14790330,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d14790330-Reviews-Hoang_Kim_Tailor-Ho_Chi_Minh_City.html,Hoàng Kim Tailor,Cửa hàng đặc sản & cửa hàng quà tặng,,"Chào mừng Hoàng Kim may _ Khi bạn hạnh phúc _ Tôi cũng hạnh phúc. Nơi bạn có thể chọn được những bộ trang phục ưng ý nhất, tạo cho bạn cảm giác thoải mái và tự tin hơn.",2-3 giờ,,"39 Mạc Thị Bưởi Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,4.9,15,14,1,0,0,0
8854959,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d8854959-Reviews-Le_Spa_Des_Artistes-Ho_Chi_Minh_City.html,Le Spa Des Artistes,Spa,Mo-Su 09:30-21:00,"Tọa lạc trên tầng 3 của Hôtel des Arts Sài Gòn, Le Spa des Artistes của L’Apothiquaire mang đến một lối thoát thanh bình và thư thái, lấy cảm hứng từ nghệ thuật sống của Pháp. Spa cung cấp tuyển chọn các liệu pháp chăm sóc da mặt và cơ thể sang trọng, mỗi phương pháp đều sử dụng những sản phẩm tốt nhất từ ​​các thương hiệu L'Apothiquaire và Valmont. Được thiết kế để trẻ hóa, nuôi dưỡng và phục hồi tâm trí, cơ thể và tâm hồn, mỗi phương pháp điều trị đều hứa hẹn sự thư giãn tuyệt vời. Khách lưu trú cũng có thể sử dụng miễn phí phòng xông hơi ướt để cải thiện hành trình chăm sóc sức khỏe của mình.",Hơn 3 giờ,,"76 78 Nguyen Thi Minh Khai St Xuan Hoa Ward, Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,4.9,36,34,1,0,0,1
25557384,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25557384-Reviews-Zee_Mekong-Ho_Chi_Minh_City.html,Zee Mekong,Chuyến tham quan nhiều ngày • Chuyến tham quan bằng mô tô,,,,,"369c, Hamlet 2B, Nhon Thanh Ward , Thành phố Hồ Chí Minh, 86000",Thành phố Hồ Chí Minh,5.0,12,12,0,0,0,0
17430860,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d17430860-Reviews-Muvv_Transportation-Ho_Chi_Minh_City.html,Müvv Transportation,Taxi & xe đưa đón • Chuyến tham quan tự hướng dẫn & cho thuê,,,,,"212/2B Nguyen Trai , Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,21,21,0,0,0,0
3700540,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d3700540-Reviews-Blanchy_s_Lounge-Ho_Chi_Minh_City.html,Blanchy's Lounge,Quán bar & câu lạc bộ,Mo-Su 17:00-03:00,"Blanchy's Tash hay đơn giản là Blanchy's như những người thường xuyên gọi một cách trìu mến, đã nhanh chóng khẳng định mình là một trong những địa điểm hàng đầu ở Sài Gòn để nghe các DJ quốc tế tên tuổi cũng như tuyển chọn các nghệ sĩ địa phương chơi nhiều thể loại nhạc dance chất lượng. Mở cửa từ 5 giờ chiều đến khuya 7 đêm một tuần với sự biểu diễn của DJ từ Thứ Tư đến Chủ Nhật từ 10 giờ tối, đây là một trong những điểm đến tổ chức tiệc tùng thực sự trong thành phố. Chia thành ba tầng với sảnh cocktail ở tầng trệt, câu lạc bộ ở tầng giữa và sân thượng, luôn có bầu không khí phù hợp với mọi sở thích. Thứ Sáu và Thứ Bảy là những đêm trọng đại với sự biểu diễn của DJ trên cả ba tầng, trải dài từ nhịp điệu thương mại đến Hip Hop đến R&B hoặc đến những dòng nhạc ngầm nghiêm túc hơn. Quầy bar cung cấp tuyển chọn các loại cocktail ngon bao gồm nhiều loại rượu martini và mojitos đặc trưng cũng như nhiều loại rượu vang, bia và rượu mạnh cao cấp quốc tế. Giờ khuyến mãi kéo dài từ 6 - 9 giờ tối hàng ngày với tất cả các loại cocktail, rượu mạnh và rượu vang chỉ với 80.000 đồng.",,,"95 Hai Bà Trưng Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,4.2,90,48,24,9,2,7
17464318,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d17464318-Reviews-Ao_Dai_Oi_Rental_Store-Ho_Chi_Minh_City.html,Ao Dai Oi - Rental Store,Chuyến tham quan văn hóa • Buổi trình diễn & chuyến tham quan thời trang,,,,,"80 Đinh Công Tráng, Tân Định, Quận 1 2nd Floor, Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,4.8,23,18,5,0,0,0
28099091,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d28099091-Reviews-Saigon_Brick_Store-Ho_Chi_Minh_City.html,Saigon Brick Store,Cửa hàng đặc sản & cửa hàng quà tặng,Mo-Su 08:00-22:00,"Gạch Sài Gòn là cửa hàng LEGO/Non LEGO trực tuyến được thành lập từ năm 2023 và hiện tại chúng tôi có hai cửa hàng tại Quận 10 và Phú Nhuận, TP.HCM nên khách hàng có thể tham quan và trải nghiệm trực tiếp trên tất cả các bộ sản phẩm chính hãng. Chúng tôi có 2 văn phòng đại diện tại Hà Nội và Đà Nẵng. Chúng tôi là những người hâm mộ gạch (Người hâm mộ gạch dành cho người lớn - AFOB) và chúng tôi bị ám ảnh bởi vẻ đẹp và sự sáng tạo được tạo ra từ những viên gạch đó và chúng tôi muốn chia sẻ niềm đam mê của mình với khách hàng thông qua những bộ sản phẩm chất lượng từ các thương hiệu như LEGO, MouldKing, Cada, Keepley, Pantasy, SEMBO, Inbrixx. Cửa hàng 1: https://maps.app.goo.gl/n2NyUju9tLxebrLL8 Cửa hàng 2: https://maps.app.goo.gl/52JFE9dccEEmtiEt6",,,"Số 1 Hoa Cúc Phường 7 Phú Nhuận Tphcm , Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,5.0,9,9,0,0,0,0
27765679,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d27765679-Reviews-Tt_Handmade_Leather-Ho_Chi_Minh_City.html,Tt Handmade Leather,Cửa hàng đặc sản & cửa hàng quà tặng,"['Mo-Sa 10:00-20:00', 'Su 10:00-16:00']","TT Handmade Leather: Viên ngọc dành cho những người yêu thích đồ da tại Thành phố Hồ Chí Minh Ẩn mình giữa lòng Thành phố Hồ Chí Minh, TT Handmade Leather là thiên đường cho những ai trân trọng vẻ đẹp vượt thời gian và chất lượng bền bỉ của đồ da thủ công. Bước vào cửa hàng của họ giống như bước vào một kho tàng các thiết kế tinh xảo, mỗi sản phẩm đều được chế tác tỉ mỉ với niềm đam mê và chuyên môn. Được thành lập bởi một nhóm nghệ nhân đầy nhiệt huyết, TT Handmade Leather đã thu hút được lượng khách hàng trung thành nhờ cam kết chỉ sử dụng những vật liệu tốt nhất và kỹ thuật truyền thống. Từ da nguyên hạt dẻo dai đến chạm khắc thủ công phức tạp, mọi chi tiết đều toát lên vẻ tinh tế và tinh tế. Bộ sưu tập của chúng tôi tự hào có một loạt các thiết kế vượt thời gian, phục vụ cho cả nam và nữ. Cho dù bạn đang tìm kiếm một chiếc túi xách thời trang để sử dụng hàng ngày hay một chiếc cặp tinh xảo cho những buổi hẹn hò chuyên nghiệp, TT Handmade Leather đều có sản phẩm phù hợp với mọi nhu cầu và phong cách. Ngoài tay nghề hoàn hảo của chúng tôi, TT Handmade Leather còn",,,"Số 10/18 Nguyễn Đình Chiểu Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,5.0,9,9,0,0,0,0
6983400,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d6983400-Reviews-Saigon_Scooter_Centre-Ho_Chi_Minh_City.html,Trung Tam Xe Scooter Saigon,Cho thuê tiện ích,"['Mo 00:00-23:59', 'Tu-Su 09:00-17:30']","Cửa hàng xe tay ga hàng đầu Việt Nam. Được thành lập vào năm 1997, đây là doanh nghiệp kinh doanh xe tay ga 100% vốn nước ngoài duy nhất của Việt Nam và được cấp phép đầy đủ. Phòng trưng bày và văn phòng mới của chúng tôi hiện có trụ sở tại 151 Lương Định Của, Quận 2, chỉ cách trung tâm thành phố Sài Gòn 10 phút.",,,"77a Hanoi Highway, Thao Dien Ward, District 2 , Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,4.7,38,34,1,1,1,1
34360873,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d34360873-Reviews-Minh_Tri-Ho_Chi_Minh_City.html,Minh Trí,Chuyến tham quan ẩm thực • Chuyến đi trong ngày,,,,,"581 Trường Chinh , Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,8,8,0,0,0,0
32812885,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d32812885-Reviews-An_s_Spa_Saigon-Ho_Chi_Minh_City.html,An's Spa Saigon,Spa,Tu-Su 10:00-20:30,"Cung cấp liệu pháp thư giãn hoàn toàn cho da đầu, tóc, cơ thể và tâm trí. An's Spa, nơi mỗi lần ghé thăm là cơ hội kết nối lại với chính mình. Môi trường thanh bình và các phương pháp điều trị phù hợp của chúng tôi mang đến cho bạn một lối thoát yên bình, giúp bạn nạp lại năng lượng và tìm thấy sự hòa hợp. Sự minh bạch là ngôn ngữ tình yêu của chúng tôi. Chúng tôi cam kết cung cấp dịch vụ xuất sắc và chất lượng, chỉ sử dụng các sản phẩm đáng tin cậy từ Oway, Gernetic và Le Fin Du Fin.",,,"5A Tong Huu Dinh Str Level 2 Of An's Saigon, Thành phố Hồ Chí Minh, 100000",Thành phố Hồ Chí Minh,5.0,9,9,0,0,0,0
14074152,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d14074152-Reviews-Saigon_Travel-Ho_Chi_Minh_City.html,Saigon Travel,Chuyến tham quan nhiều ngày • Chuyến tham quan bằng xe đạp,Mo-Su 00:00-23:59,,,,"68 Nguyen Hue st, district 1 The 2nd Fl, Vietcomreal Building, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,9,9,0,0,0,0
13119384,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d13119384-Reviews-Saigon_Craft_Beer_Tours-Ho_Chi_Minh_City.html,Saigon Craft Beer Tours,Nếm bia & tham quan,,,,,"5A/2 Tran Phu Street Ward 4, District 5, Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,5.0,20,20,0,0,0,0
17810243,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d17810243-Reviews-Wanderlust_Travel-Ho_Chi_Minh_City.html,Wanderlust Travel,Chuyến tham quan nhiều ngày • Taxi & xe đưa đón,Mo-Su 08:00-18:00,,,,"3/17 Ton That Thuyet Street, Ward 18, District 4 , Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,4.5,18,14,2,1,0,1
14000258,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d14000258-Reviews-Blanda-Ho_Chi_Minh_City.html,Blanda,Cửa hàng đặc sản & cửa hàng quà tặng,"['Mo-Fr 08:30-17:00', 'Sa 08:30-16:00']","BLANDA là thương hiệu độc quyền của Công ty TNHH Sản Xuất Thương Mại Túi Xách Da Phước Hải. Được thành lập dựa trên niềm tin “Chất lượng là hơi thở, Uy tín là cuộc sống”, chúng tôi không ngừng đổi mới để nâng cao cả về thiết kế và tay nghề. Mỗi sản phẩm — từ túi xách, ba lô đến ví và thắt lưng — đều phản ánh niềm đam mê của chúng tôi đối với thời trang bền vững. BLANDA kết hợp phong cách, độ bền và trách nhiệm với môi trường để mang lại giá trị vượt thời gian và tôn vinh tinh thần sang trọng đích thực.  Túi xách da Phước Hải - Công Ty TNHH Sản Xuất Thương Mại Hộp  Trụ sở chính: 24/8A, Ấp 3, Xuân Thới Sơn, Hóc Môn, TP.HCM  Mã số thuế: 0305080539  Điện thoại: 0931.360.360 – 0982.07.07.89  Email: info@blanda.vn - Website: blanda.vn",1-2 giờ,,"39 Đặng Thị Nhu Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,4.8,24,21,2,1,0,0
15334746,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d15334746-Reviews-Khong_Gian_Gom_Bat_Trang-Ho_Chi_Minh_City.html,Bat Trang Handcrafted Ceramics Sai Gon,Cửa hàng đặc sản & cửa hàng quà tặng • Xưởng vẽ & làm đồ gốm,Mo-Su 08:00-21:00,"Không Gian Gốm Bát Tràng – Hành trình trải nghiệm tinh hoa gốm Việt Nếu có dịp ghé thăm Hà Nội hay TP. Hồ Chí Minh, chắc chắn bạn không thể bỏ qua Không Gian Gốm Bát Tràng – nơi lưu giữ, trưng bày và lan tỏa tinh hoa gốm sứ truyền thống Việt Nam. Đây không chỉ là cửa hàng, mà còn là một không gian văn hóa sống động, nơi mỗi sản phẩm gốm đều kể một câu chuyện về làng nghề Bát Tràng ngàn năm tuổi. Bước vào Không Gian Gốm, bạn sẽ lập tức ấn tượng với sự đa dạng của các dòng sản phẩm: từ đồ gia dụng, bàn ăn, trang trí nội thất, đến quà tặng doanh nghiệp, đồ thờ cúng, tất cả đều mang dấu ấn thủ công tinh xảo. Mỗi chi tiết hoa văn đều được nghệ nhân chăm chút bằng đôi bàn tay tài hoa, vừa giữ gìn bản sắc cổ truyền, vừa kết hợp hơi thở hiện đại để phù hợp với nhu cầu ngày nay. Điểm đặc biệt của Không Gian Gốm là sự gắn kết hài hòa giữa nghệ thuật – văn hóa – đời sống. Du khách không chỉ mua sắm, mà còn có thể trải nghiệm làm gốm trực tiếp, tự tay nặn, tạo hình và vẽ men cho những tác phẩm",Dưới 1 giờ,,"89 Pasteur Ben Nghe Ward, District 1, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,4.9,9,8,1,0,0,0
25378453,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25378453-Reviews-The_Moc_Spa-Ho_Chi_Minh_City.html,The Mộc Spa,Spa,Mo-Su 10:00-23:00,,,,"15 Lê Thị Riêng , Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,5.0,11,11,0,0,0,0
19736333,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d19736333-Reviews-Andy_Private_Tours_shore_Excursion-Ho_Chi_Minh_City.html,Andy Private Tours & shore Excursion,Tour thăm quan thành phố • Chuyến tham quan nhiều ngày,,,,,"39 Nguyễn Chí Thanh. Xã Cảm Hà Thành phố Hội An. Tình Quảng Nam, Thành phố Hồ Chí Minh, 51000",Thành phố Hồ Chí Minh,5.0,12,12,0,0,0,0
